canonical,winner_provider,winner_source,winner_id,winner_name,future_programmes,future_hours,desc_pct,rank_score,alternatives_count,alternatives,decision
saudi sports 2 sa,openepg,saudiarabia1,Saudi Sports 2.sa,Saudi Sports 2.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Saudi Sports 2.sa:171.17,WINNER_OF_DUPLICATES
saudi sports 3 sa,openepg,saudiarabia1,Saudi Sports 3.sa,Saudi Sports 3.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Saudi Sports 3.sa:171.17,WINNER_OF_DUPLICATES
saudi sunnah sa,openepg,saudiarabia1,Saudi Sunnah.sa,Saudi Sunnah.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Saudi Sunnah.sa:171.17,WINNER_OF_DUPLICATES
sharjah quran sa,openepg,saudiarabia1,Sharjah Quran.sa,Sharjah Quran.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Sharjah Quran.sa:171.17,WINNER_OF_DUPLICATES
sharjah sports sa,openepg,saudiarabia1,Sharjah Sports.sa,Sharjah Sports.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Sharjah Sports.sa:171.17,WINNER_OF_DUPLICATES
sharjah sa,openepg,saudiarabia1,Sharjah TV.sa,Sharjah TV.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Sharjah TV.sa:171.17,WINNER_OF_DUPLICATES
sharqiya from kalba sa,openepg,saudiarabia1,Sharqiya from Kalba.sa,Sharqiya from Kalba.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Sharqiya from Kalba.sa:171.17,WINNER_OF_DUPLICATES
smartzone sa,openepg,saudiarabia1,SmartZone.sa,SmartZone.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:SmartZone.sa:171.17,WINNER_OF_DUPLICATES
sport 24 sa,openepg,saudiarabia1,Sport 24.sa,Sport 24.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Sport 24.sa:171.17,WINNER_OF_DUPLICATES
ten sa,openepg,saudiarabia1,Ten.sa,Ten.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Ten.sa:171.17,WINNER_OF_DUPLICATES
wanasah sa,openepg,saudiarabia1,Wanasah.sa,Wanasah.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Wanasah.sa:171.17,WINNER_OF_DUPLICATES
wousta from al dhaid sa,openepg,saudiarabia1,Wousta from Al Dhaid.sa,Wousta from Al Dhaid.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Wousta from Al Dhaid.sa:171.17,WINNER_OF_DUPLICATES
mcm top sa,openepg,saudiarabia5,MCM TOP.sa,MCM TOP.sa,39,38.9,100.0,197.81,0,,UNIQUE
osntv mezze sa,openepg,saudiarabia5,OSNtv Mezze.sa,OSNtv Mezze.sa,39,38.9,100.0,197.81,0,,UNIQUE
osntv pop up sa,openepg,saudiarabia5,OSNtv Pop Up.sa,OSNtv Pop Up.sa,39,38.9,100.0,197.81,0,,UNIQUE
rfm sa,openepg,saudiarabia5,RFM TV.sa,RFM TV.sa,39,38.9,100.0,197.81,0,,UNIQUE
آي فيلم eg,openepg,egypt1,آي فيلم.eg,آي فيلم.eg,31,36.9,100.0,197.51,0,,UNIQUE
ksa now sa,openepg,saudiarabia1,KSA Now.sa,KSA Now.sa,38,38.9,100.0,197.12,1,openepg:saudiarabia2:KSA Now.sa:170.47,WINNER_OF_DUPLICATES
saudi sports 1 sa,openepg,saudiarabia1,Saudi Sports 1.sa,Saudi Sports 1.sa,38,38.9,100.0,197.12,1,openepg:saudiarabia2:Saudi Sports 1.sa:170.47,WINNER_OF_DUPLICATES
starzplay sports sa,openepg,saudiarabia1,STARZPLAY Sports.sa,STARZPLAY Sports.sa,38,38.9,100.0,197.12,1,openepg:saudiarabia2:STARZPLAY Sports.sa:170.47,WINNER_OF_DUPLICATES
travel sa,openepg,saudiarabia1,Travel.sa,Travel.sa,38,38.9,100.0,197.12,1,openepg:saudiarabia2:Travel.sa:171.17,WINNER_OF_DUPLICATES
mbc bollywood sa,openepg,saudiarabia1,MBC Bollywood.sa,MBC Bollywood.sa,31,38.4,100.0,196.54,3,openepg:saudiarabia2:MBC Bollywood.sa:174.31;openepg:saudiarabia4:MBC Bollywood.sa:174.31;openepg:saudiarabia3:MBC Bollywood.sa:148.34,WINNER_OF_DUPLICATES
دي إم سي دراما eg,openepg,egypt1,دي إم سي دراما.eg,دي إم سي دراما.eg,34,36.9,97.1,196.43,0,,UNIQUE
al arabiya business sa,openepg,saudiarabia1,Al Arabiya Business.sa,Al Arabiya Business.sa,37,38.9,100.0,196.41,1,openepg:saudiarabia2:Al Arabiya Business.sa:171.17,WINNER_OF_DUPLICATES
mbc 1 sa,openepg,saudiarabia5,MBC 1.sa,MBC 1.sa,37,38.9,100.0,196.41,4,openepg:saudiarabia1:MBC 1 HD.sa:195.72;openepg:saudiarabia2:MBC 1 HD.sa:169.09;openepg:saudiarabia4:MBC 1 HD.sa:169.09;openepg:saudiarabia3:MBC 1 HD.sa:147.22,WINNER_OF_DUPLICATES
rotana khalijia sa,openepg,saudiarabia1,Rotana Khalijia HD.sa,Rotana Khalijia HD.sa,37,38.9,100.0,196.41,1,openepg:saudiarabia2:Rotana Khalijia HD.sa:171.17,WINNER_OF_DUPLICATES
osn movies family eg,openepg,egypt2,OSN TV Movies Family.eg,OSN TV Movies Family.eg,25,41.3,100.0,196.25,0,,UNIQUE
bein sports xtra 8 qa,openepg,qatar1,beIN SPORTS XTRA 8.qa,beIN SPORTS XTRA 8.qa,38,37.9,100.0,195.76,0,,UNIQUE
mbc masr sa,openepg,saudiarabia1,MBC MASR.sa,MBC MASR.sa,37,38.4,100.0,195.74,1,openepg:saudiarabia2:MBC MASR.sa:171.7,WINNER_OF_DUPLICATES
bein sports xtra 7 qa,openepg,qatar1,beIN SPORTS XTRA 7.qa,beIN SPORTS XTRA 7.qa,36,38.9,100.0,195.72,0,,UNIQUE
ad sports 2 sa,openepg,saudiarabia1,AD Sports 2.sa,AD Sports 2.sa,36,38.9,100.0,195.72,1,openepg:saudiarabia2:AD Sports 2.sa:171.17,WINNER_OF_DUPLICATES
zee alwan sa,openepg,saudiarabia1,Zee Alwan.sa,Zee Alwan.sa,36,38.9,100.0,195.72,1,openepg:saudiarabia2:Zee Alwan.sa:169.06,WINNER_OF_DUPLICATES
osn movies comedy eg,openepg,egypt2,OSN TV Movies Comedy.eg,OSN TV Movies Comedy.eg,25,40.6,100.0,195.31,0,,UNIQUE
baby 2 qa,openepg,qatar5,Baby-TV-2.qa,Baby-TV-2.qa,194,38.1,0.0,195.23,1,openepg:qatar4:Baby-TV-2.qa:86.47,WINNER_OF_DUPLICATES
dubai sports sa,openepg,saudiarabia1,Dubai Sports HD.sa,Dubai Sports HD.sa,35,38.9,100.0,195.01,1,openepg:saudiarabia2:Dubai Sports HD.sa:171.17,WINNER_OF_DUPLICATES
bein movies action eg,openepg,egypt2,BEIN MOVIES ACTION.eg,BEIN MOVIES ACTION.eg,22,41.9,100.0,194.97,0,,UNIQUE
osntv movies family sa,openepg,saudiarabia5,OSNtv Movies Family.sa,OSNtv Movies Family.sa,25,40.2,100.0,194.77,0,,UNIQUE
dubai sports 2 sa,openepg,saudiarabia1,Dubai Sports 2.sa,Dubai Sports 2.sa,34,38.9,100.0,194.31,1,openepg:saudiarabia2:Dubai Sports 2.sa:171.17,WINNER_OF_DUPLICATES
bein sports xtra 4 qa,openepg,qatar1,beIN SPORTS XTRA 4.qa,beIN SPORTS XTRA 4.qa,32,39.9,100.0,194.26,0,,UNIQUE
dmc drama eg,openepg,egypt2,DMC DRAMA.eg,DMC DRAMA.eg,38,40.9,94.7,193.99,0,,UNIQUE
osntv movies comedy sa,openepg,saudiarabia5,OSNtv Movies Comedy.sa,OSNtv Movies Comedy.sa,26,38.9,100.0,193.72,0,,UNIQUE
osn movies hollywood eg,openepg,egypt2,OSN TV Movies Hollywood.eg,OSN TV Movies Hollywood.eg,22,40.8,100.0,193.48,0,,UNIQUE
bein movies premiere eg,openepg,egypt2,BEIN MOVIES PREMIERE.eg,BEIN MOVIES PREMIERE.eg,22,40.7,100.0,193.34,0,,UNIQUE
osntv movies horror sa,openepg,saudiarabia5,OSNtv Movies Horror.sa,OSNtv Movies Horror.sa,26,38.6,100.0,193.31,0,,UNIQUE
أو إس إن ياهلا أفلام eg,openepg,egypt1,أو إس إن ياهلا أفلام.eg,أو إس إن ياهلا أفلام.eg,23,37.9,100.0,193.26,0,,UNIQUE
أو إس إن فاميلي موفيز eg,openepg,egypt1,أو إس إن فاميلي موفيز.eg,أو إس إن فاميلي موفيز.eg,23,37.8,100.0,193.13,0,,UNIQUE
osn movies action eg,openepg,egypt2,OSN TV Movies Action.eg,OSN TV Movies Action.eg,22,40.5,100.0,193.07,0,,UNIQUE
dubai one sa,openepg,saudiarabia1,Dubai One.sa,Dubai One.sa,33,38.4,100.0,192.94,1,openepg:saudiarabia2:Dubai One.sa:169.06,WINNER_OF_DUPLICATES
stc family sa,openepg,saudiarabia1,stc tv family.sa,stc tv family.sa,33,38.4,100.0,192.94,1,openepg:saudiarabia2:stc tv family.sa:166.24,WINNER_OF_DUPLICATES
padel sa,openepg,saudiarabia5,Padel TV.sa,Padel TV.sa,33,38.4,100.0,192.94,0,,UNIQUE
bein sports xtra 9 qa,openepg,qatar1,beIN SPORTS XTRA 9.qa,beIN SPORTS XTRA 9.qa,38,37.9,97.4,192.91,0,,UNIQUE
bein movies family eg,openepg,egypt2,BEIN MOVIES FAMILY.eg,BEIN MOVIES FAMILY.eg,25,42.2,96.0,192.87,0,,UNIQUE
network arabic eg,openepg,egypt2,Network Arabic.eg,Network Arabic.eg,28,40.9,100.0,192.81,0,,UNIQUE
osn movies premiere eg,openepg,egypt2,OSN TV Movies Premiere.eg,OSN TV Movies Premiere.eg,22,40.3,100.0,192.81,0,,UNIQUE
نتورك بالعربية eg,openepg,egypt1,نتورك بالعربية.eg,نتورك بالعربية.eg,24,36.9,100.0,192.62,0,,UNIQUE
أو إس إن موفيز بريميير eg,openepg,egypt1,أو إس إن موفيز بريميير.eg,أو إس إن موفيز بريميير.eg,21,38.4,100.0,192.54,0,,UNIQUE
أو إس إن موفيز كوميدي eg,openepg,egypt1,أو إس إن موفيز كوميدي.eg,أو إس إن موفيز كوميدي.eg,23,37.3,100.0,192.45,0,,UNIQUE
أو إس إن موفيز أكشن eg,openepg,egypt1,أو إس إن موفيز أكشن.eg,أو إس إن موفيز أكشن.eg,21,38.3,100.0,192.41,0,,UNIQUE
bein sports xtra 6 qa,openepg,qatar1,beIN SPORTS XTRA 6.qa,beIN SPORTS XTRA 6.qa,29,39.9,100.0,192.16,0,,UNIQUE
lbc sa,openepg,saudiarabia1,LBC.sa,LBC.sa,29,39.9,100.0,192.16,1,openepg:saudiarabia2:LBC.sa:166.26,WINNER_OF_DUPLICATES
eclutch arabic sa,openepg,saudiarabia5,eClutch Arabic.sa,eClutch Arabic.sa,30,38.9,100.0,191.51,0,,UNIQUE
star action sa,openepg,saudiarabia1,Star Action.sa,Star Action.sa,24,38.2,100.0,191.37,1,openepg:saudiarabia2:Star Action.sa:169.17,WINNER_OF_DUPLICATES
osntv movies hollywood sa,openepg,saudiarabia5,OSNtv Movies Hollywood.sa,OSNtv Movies Hollywood.sa,22,39.2,100.0,191.32,0,,UNIQUE
بي إن موفيز فاميلي eg,openepg,egypt1,بي إن موفيز فاميلي.eg,بي إن موفيز فاميلي.eg,22,36.9,100.0,191.22,0,,UNIQUE
بي إن موفيز أكشن eg,openepg,egypt1,بي إن موفيز أكشن.eg,بي إن موفيز أكشن.eg,20,37.9,100.0,191.16,0,,UNIQUE
nile drama eg,openepg,egypt2,Nile Drama.eg,Nile Drama.eg,41,40.9,90.2,191.14,0,,UNIQUE
osn ya hala aflam eg,openepg,egypt2,Osn Ya Hala Aflam.eg,Osn Ya Hala Aflam.eg,25,41.1,100.0,190.99,0,,UNIQUE
bein sports news qa,openepg,qatar1,beIN SPORTS NEWS.qa,beIN SPORTS NEWS.qa,58,37.9,82.8,190.84,0,,UNIQUE
cn arabic sa,openepg,saudiarabia1,CN Arabic.sa,CN Arabic.sa,30,38.4,100.0,190.84,1,openepg:saudiarabia2:CN Arabic.sa:167.24,WINNER_OF_DUPLICATES
bein sports xtra 5 qa,openepg,qatar1,beIN SPORTS XTRA 5.qa,beIN SPORTS XTRA 5.qa,29,38.9,100.0,190.81,0,,UNIQUE
al nahar drama sa,openepg,saudiarabia1,Al Nahar Drama.sa,Al Nahar Drama.sa,29,38.9,100.0,190.81,3,openepg:saudiarabia2:Al Nahar Drama.sa:166.26;openepg:saudiarabia4:Al Nahar Drama.sa:166.26;openepg:saudiarabia3:Al Nahar Drama.sa:145.81,WINNER_OF_DUPLICATES
osntv movies action sa,openepg,saudiarabia5,OSNtv Movies Action.sa,OSNtv Movies Action.sa,23,38.3,100.0,190.81,0,,UNIQUE
mbc 2 sa,openepg,saudiarabia1,MBC 2 HD.sa,MBC 2 HD.sa,27,39.9,100.0,190.76,3,openepg:saudiarabia2:MBC 2 HD.sa:164.87;openepg:saudiarabia4:MBC 2 HD.sa:164.87;openepg:saudiarabia3:MBC 2 HD.sa:147.14,WINNER_OF_DUPLICATES
mbc max sa,openepg,saudiarabia1,MBC Max HD.sa,MBC Max HD.sa,27,39.9,100.0,190.76,3,openepg:saudiarabia2:MBC Max HD.sa:164.17;openepg:saudiarabia4:MBC Max HD.sa:164.17;openepg:saudiarabia3:MBC Max HD.sa:146.47,WINNER_OF_DUPLICATES
bein sports 8 qa,openepg,qatar1,beIN SPORTS 8.qa,beIN SPORTS 8.qa,19,43.9,100.0,190.56,0,,UNIQUE
روتانا سينما مصر eg,openepg,egypt1,روتانا سينما مصر.eg,روتانا سينما مصر.eg,19,37.9,100.0,190.47,0,,UNIQUE
أو إس إن موفيز هوليوود eg,openepg,egypt1,أو إس إن موفيز هوليوود.eg,أو إس إن موفيز هوليوود.eg,20,37.3,100.0,190.35,0,,UNIQUE
bein sports xtra 3 qa,openepg,qatar1,beIN SPORTS XTRA 3.qa,beIN SPORTS XTRA 3.qa,30,37.9,100.0,190.16,0,,UNIQUE
العربية business ae,openepg,uae6,العربية Business.ae,العربية Business.ae,5,44.9,100.0,190.12,0,,UNIQUE
نايل دراما eg,openepg,egypt1,نايل دراما.eg,نايل دراما.eg,37,36.9,89.2,189.84,0,,UNIQUE
بي إن موفيز بريمير eg,openepg,egypt1,بي إن موفيز بريمير.eg,بي إن موفيز بريمير.eg,20,36.9,100.0,189.81,0,,UNIQUE
star movies sa,openepg,saudiarabia1,Star Movies HD.sa,Star Movies HD.sa,21,38.5,100.0,189.68,1,openepg:saudiarabia2:Star Movies HD.sa:169.81,WINNER_OF_DUPLICATES
osntv movies premiere sa,openepg,saudiarabia5,OSNtv Movies Premiere.sa,OSNtv Movies Premiere.sa,21,38.4,100.0,189.54,0,,UNIQUE
rotana classic sa,openepg,saudiarabia1,Rotana Classic HD.sa,Rotana Classic HD.sa,27,38.9,100.0,189.41,1,openepg:saudiarabia2:Rotana Classic HD.sa:166.91,WINNER_OF_DUPLICATES
rotana cinema us sa,openepg,saudiarabia1,Rotana Cinema + US.sa,Rotana Cinema + US.sa,26,39.4,100.0,189.39,1,openepg:saudiarabia2:Rotana Cinema + US.sa:164.89,WINNER_OF_DUPLICATES
osntv yahala aflam sa,openepg,saudiarabia5,OSNtv Yahala Aflam.sa,OSNtv Yahala Aflam.sa,26,39.4,100.0,189.39,0,,UNIQUE
rotana cinema masr eg,openepg,egypt2,Rotana Cinema Masr.eg,Rotana Cinema Masr.eg,21,41.9,100.0,189.26,0,,UNIQUE
روتانا سينما eg,openepg,egypt1,روتانا سينما.eg,روتانا سينما.eg,19,36.9,100.0,189.12,0,,UNIQUE
bein sports xtra 2 qa,openepg,qatar1,beIN SPORTS XTRA 2.qa,beIN SPORTS XTRA 2.qa,33,37.9,97.0,188.97,0,,UNIQUE
bein sports xtra 1 qa,openepg,qatar1,beIN SPORTS XTRA 1.qa,beIN SPORTS XTRA 1.qa,31,38.9,96.8,188.69,0,,UNIQUE
ifilm eg,openepg,egypt2,iFILM TV.eg,iFILM TV.eg,35,40.9,91.4,188.25,0,,UNIQUE
alfa series 2 sa,openepg,saudiarabia5,Alfa Series +2 HD.sa,Alfa Series +2 HD.sa,18,38.9,100.0,188.12,0,,UNIQUE
bein sports 5 qa,openepg,qatar1,beIN SPORTS 5.qa,beIN SPORTS 5.qa,23,39.9,100.0,187.97,0,,UNIQUE
rotana cinema eg,openepg,egypt2,Rotana Cinema.eg,Rotana Cinema.eg,21,40.9,100.0,187.92,0,,UNIQUE
ميكس بالعربي eg,openepg,egypt1,ميكس بالعربي.eg,ميكس بالعربي.eg,35,36.9,88.6,187.78,0,,UNIQUE
bein sports 1 qa,openepg,qatar1,beIN SPORTS 1.qa,beIN SPORTS 1.qa,27,37.4,100.0,187.39,0,,UNIQUE
بي إن موفيز دراما eg,openepg,egypt1,بي إن موفيز دراما.eg,بي إن موفيز دراما.eg,22,37.7,95.5,187.35,0,,UNIQUE
rotana aflam sa,openepg,saudiarabia1,Rotana Aflam +.sa,Rotana Aflam +.sa,24,38.9,100.0,187.31,1,openepg:saudiarabia2:Rotana Aflam +.sa:163.49,WINNER_OF_DUPLICATES
bein movies drama eg,openepg,egypt2,BEIN MOVIES DRAMA.eg,BEIN MOVIES DRAMA.eg,24,42.2,91.7,187.23,0,,UNIQUE
alfa cinema 1 sa,openepg,saudiarabia5,Alfa Cinema 1.sa,Alfa Cinema 1.sa,22,39.8,100.0,187.13,0,,UNIQUE
روتانا كوميدي eg,openepg,egypt1,روتانا كوميدي.eg,روتانا كوميدي.eg,16,36.9,100.0,187.01,0,,UNIQUE
bein sports 7 qa,openepg,qatar1,beIN SPORTS 7.qa,beIN SPORTS 7.qa,21,40.2,100.0,186.97,0,,UNIQUE
esport 24 sa,openepg,saudiarabia5,Esport 24.sa,Esport 24.sa,8,46.7,100.0,186.65,0,,UNIQUE
bein sports 9 qa,openepg,qatar1,beIN SPORTS 9.qa,beIN SPORTS 9.qa,24,38.4,100.0,186.64,0,,UNIQUE
al waqie,epgshare,AE1,Al.Waqie.ae,Al Waqie,38,33.9,100.0,186.37,0,,UNIQUE
mbc 2 eg,openepg,egypt2,MBC 2.eg,MBC 2.eg,22,42.9,95.5,186.37,0,,UNIQUE
rotana cinema masr sa,openepg,saudiarabia1,Rotana Cinema Masr.sa,Rotana Cinema Masr.sa,20,39.9,100.0,185.87,1,openepg:saudiarabia2:Rotana Cinema Masr.sa:162.06,WINNER_OF_DUPLICATES
alfa cinema 2 sa,openepg,saudiarabia5,Alfa Cinema 2.sa,Alfa Cinema 2.sa,20,39.9,100.0,185.87,0,,UNIQUE
rotana comedy eg,openepg,egypt2,Rotana Comedy.eg,Rotana Comedy.eg,18,40.9,100.0,185.81,0,,UNIQUE
stc cinema sa,openepg,saudiarabia1,stc tv cinema.sa,stc tv cinema.sa,23,38.3,100.0,185.81,1,openepg:saudiarabia2:stc tv cinema.sa:164.98,WINNER_OF_DUPLICATES
إم بي سي 2 eg,openepg,egypt1,إم بي سي 2.eg,إم بي سي 2.eg,20,37.9,95.0,185.66,0,,UNIQUE
bein series 1 eg,openepg,egypt2,BeIn Series HD 1.eg,BeIn Series HD 1.eg,37,40.9,83.8,185.48,0,,UNIQUE
stc sports 1 sa,openepg,saudiarabia1,stc tv sports 1 HD.sa,stc tv sports 1 HD.sa,21,38.4,100.0,184.54,1,openepg:saudiarabia2:stc tv sports 1 HD.sa:162.09,WINNER_OF_DUPLICATES
stc sports sa,openepg,saudiarabia1,stc tv sports HD.sa,stc tv sports HD.sa,21,38.4,100.0,184.54,1,openepg:saudiarabia2:stc tv sports HD.sa:162.09,WINNER_OF_DUPLICATES
bein sports max 2 qa,openepg,qatar1,beIN SPORTS MAX 2.qa,beIN SPORTS MAX 2.qa,20,38.9,100.0,184.51,0,,UNIQUE
bein sports max 3 qa,openepg,qatar1,beIN SPORTS MAX 3.qa,beIN SPORTS MAX 3.qa,20,38.9,100.0,184.51,0,,UNIQUE
bein sports max 4 qa,openepg,qatar1,beIN SPORTS MAX 4.qa,beIN SPORTS MAX 4.qa,20,38.9,100.0,184.51,0,,UNIQUE
bein sports max 5 qa,openepg,qatar1,beIN SPORTS MAX 5.qa,beIN SPORTS MAX 5.qa,20,38.9,100.0,184.51,0,,UNIQUE
rotana cinema sa,openepg,saudiarabia1,Rotana Cinema HD.sa,Rotana Cinema HD.sa,20,38.9,100.0,184.51,1,openepg:saudiarabia2:Rotana Cinema HD.sa:164.12,WINNER_OF_DUPLICATES
zee aflam sa,openepg,saudiarabia1,Zee Aflam.sa,Zee Aflam.sa,16,40.9,100.0,184.42,1,openepg:saudiarabia2:Zee Aflam.sa:159.29,WINNER_OF_DUPLICATES
bein qa,openepg,qatar1,beIN 4K.qa,beIN 4K.qa,21,38.3,100.0,184.41,0,,UNIQUE
tcm sa,openepg,saudiarabia1,TCM.sa,TCM.sa,20,38.2,100.0,183.57,1,openepg:saudiarabia2:TCM.sa:162.22,WINNER_OF_DUPLICATES
bein sports 6 qa,openepg,qatar1,beIN SPORTS 6.qa,beIN SPORTS 6.qa,16,40.2,100.0,183.47,0,,UNIQUE
سيما eg,openepg,egypt1,سيما.eg,سيما.eg,19,36.9,94.7,183.29,0,,UNIQUE
discovery logo 1 qa,openepg,qatar5,Discovery-logo-1.qa,Discovery-logo-1.qa,175,38.9,0.0,183.01,0,,UNIQUE
cima eg,openepg,egypt2,Cima.eg,Cima.eg,21,40.9,95.2,182.64,0,,UNIQUE
rotana comedy sa,openepg,saudiarabia1,Rotana Comedy.sa,Rotana Comedy.sa,17,38.9,100.0,182.41,1,openepg:saudiarabia2:Rotana Comedy.sa:162.01,WINNER_OF_DUPLICATES
asharq discovery sa,openepg,saudiarabia1,Asharq Discovery.sa,Asharq Discovery.sa,11,41.9,100.0,182.26,1,openepg:saudiarabia2:Asharq Discovery.sa:157.87,WINNER_OF_DUPLICATES
asharq documentary sa,openepg,saudiarabia1,Asharq Documentary.sa,Asharq Documentary.sa,11,41.9,100.0,182.26,1,openepg:saudiarabia2:Asharq Documentary.sa:157.87,WINNER_OF_DUPLICATES
asharq sa,openepg,saudiarabia1,Asharq.sa,Asharq.sa,11,41.9,100.0,182.26,1,openepg:saudiarabia2:Asharq.sa:157.87,WINNER_OF_DUPLICATES
ميكس وان eg,openepg,egypt1,ميكس وان.eg,ميكس وان.eg,33,36.9,84.8,182.19,0,,UNIQUE
bein sports 3 qa,openepg,qatar1,beIN SPORTS 3.qa,beIN SPORTS 3.qa,19,37.4,100.0,181.79,0,,UNIQUE
mix one eg,openepg,egypt2,Mix ONE.eg,Mix ONE.eg,37,40.9,83.8,181.29,0,,UNIQUE
ltv eg,openepg,egypt2,LTV.eg,LTV.eg,41,40.9,80.5,180.47,0,,UNIQUE
إم بي سي ماكس eg,openepg,egypt1,إم بي سي ماكس.eg,إم بي سي ماكس.eg,20,37.9,90.0,180.16,0,,UNIQUE
bein sports 4 qa,openepg,qatar1,beIN SPORTS 4.qa,beIN SPORTS 4.qa,17,37.2,100.0,180.12,0,,UNIQUE
bein sports en 1 qa,openepg,qatar1,beIN SPORTS EN 1.qa,beIN SPORTS EN 1.qa,23,37.4,95.7,179.86,0,,UNIQUE
mbc max eg,openepg,egypt2,MBC MAX.eg,MBC MAX.eg,22,41.4,90.9,179.28,0,,UNIQUE
euro news qa,openepg,qatar5,Euro-News.qa,Euro-News.qa,170,38.0,0.0,178.3,1,openepg:qatar4:Euro-News.qa:108.59,WINNER_OF_DUPLICATES
ال تي في eg,openepg,egypt1,ال تي في.eg,ال تي في.eg,37,36.9,78.4,177.96,0,,UNIQUE
bein sports 2 qa,openepg,qatar1,beIN SPORTS 2.qa,beIN SPORTS 2.qa,21,37.4,95.2,177.91,0,,UNIQUE
0001 awg cn brand logo 1color black 4c qa,openepg,qatar4,0001 AWG CN Brand Logo 1color Black 4C.qa,0001 AWG CN Brand Logo 1color Black 4C.qa,168,37.6,0.0,176.36,1,openepg:qatar5:0001 AWG CN Brand Logo 1color Black 4C.qa:168.77,WINNER_OF_DUPLICATES
bein sports qa,openepg,qatar1,beIN SPORTS.qa,beIN SPORTS.qa,16,39.9,93.8,176.24,0,,UNIQUE
mbc plus variety sa,openepg,saudiarabia4,MBC Plus Variety HD.sa,MBC Plus Variety HD.sa,33,25.3,100.0,175.25,1,openepg:saudiarabia3:MBC Plus Variety HD.sa:149.43,WINNER_OF_DUPLICATES
dubai zaman,epgshare,AE1,Dubai.Zaman.ae,Dubai Zaman,105,60.7,14.3,175.17,0,,UNIQUE
mbc iraq sa,openepg,saudiarabia4,MBC Iraq HD.sa,MBC Iraq HD.sa,33,25.2,100.0,175.12,1,openepg:saudiarabia3:MBC Iraq HD.sa:150.74,WINNER_OF_DUPLICATES
mbc maser 2 sa,openepg,saudiarabia4,MBC Maser 2.sa,MBC Maser 2.sa,33,25.0,100.0,174.85,1,openepg:saudiarabia3:MBC Maser 2.sa:151.17,WINNER_OF_DUPLICATES
jeem 1 01 qa,openepg,qatar4,Jeem-HD-1-01.qa,Jeem-HD-1-01.qa,165,37.7,0.0,174.39,1,openepg:qatar5:Jeem-HD-1-01.qa:75.91,WINNER_OF_DUPLICATES
mbc plus drama sa,openepg,saudiarabia4,MBC Plus Drama HD.sa,MBC Plus Drama HD.sa,32,25.1,100.0,174.28,1,openepg:saudiarabia3:MBC Plus Drama HD.sa:150.61,WINNER_OF_DUPLICATES
mbc plus elife sa,openepg,saudiarabia4,MBC Plus eLife HD.sa,MBC Plus eLife HD.sa,29,25.9,100.0,173.26,1,openepg:saudiarabia3:MBC Plus eLife HD.sa:150.74,WINNER_OF_DUPLICATES
al dafrah eg,openepg,egypt2,Al Dafrah.eg,Al Dafrah.eg,43,40.9,72.1,172.62,0,,UNIQUE
althania eg,openepg,egypt2,Althania.eg,Althania.eg,43,40.9,72.1,172.62,0,,UNIQUE
mix bel araby eg,openepg,egypt2,Mix Bel Araby.eg,Mix Bel Araby.eg,39,40.9,74.4,172.35,0,,UNIQUE
rotana khalejia eg,openepg,egypt2,Rotana Khalejia.eg,Rotana Khalejia.eg,39,40.9,74.4,172.35,0,,UNIQUE
الثانية eg,openepg,egypt1,الثانية.eg,الثانية.eg,39,36.9,71.8,172.09,0,,UNIQUE
الظفرة eg,openepg,egypt1,الظفرة.eg,الظفرة.eg,39,36.9,71.8,172.09,0,,UNIQUE
mbc maser sa,openepg,saudiarabia4,MBC Maser.sa,MBC Maser.sa,26,26.3,100.0,171.7,1,openepg:saudiarabia3:MBC Maser.sa:146.97,WINNER_OF_DUPLICATES
bein sports max 1 qa,openepg,qatar1,beIN SPORTS MAX 1.qa,beIN SPORTS MAX 1.qa,16,30.9,100.0,170.92,0,,UNIQUE
bein sports max 6 qa,openepg,qatar1,beIN SPORTS MAX 6.qa,beIN SPORTS MAX 6.qa,16,30.9,100.0,170.92,0,,UNIQUE
روتانا خليجية eg,openepg,egypt1,روتانا خليجية.eg,روتانا خليجية.eg,36,36.9,72.2,170.44,0,,UNIQUE
إل بي سي eg,openepg,egypt1,إل بي سي.eg,إل بي سي.eg,28,37.9,75.0,169.26,0,,UNIQUE
cbeebies 1 qa,openepg,qatar4,CBeebies-1.qa,CBeebies-1.qa,157,37.8,0.0,168.93,0,,UNIQUE
lbc eg,openepg,egypt2,LBC.eg,LBC.eg,30,40.9,76.7,168.59,0,,UNIQUE
noor dubaitv,epgshare,AE1,Noor.DubaiTV.ae,Noor DubaiTV,82,59.9,23.2,167.79,0,,UNIQUE
